Date,Open,High,Low,Close,EMA20,EMA50,RSI14,ROC3
2010-01-04,7.969797986336444,8.04786044999948,7.9549289456387235,8.032991409301758,,,,
2010-01-05,7.995822178296853,8.185402527112775,7.995822178296853,8.133360862731934,,,100.0,
2010-01-06,8.166810541353598,8.41958329432479,8.103617135676362,8.397279739379883,,,100.0,
2010-01-07,8.386130213946657,8.389847474102387,8.241157937611181,8.337806701660156,,,96.0773470733807,3.794542740397298
2010-01-08,8.330374049003373,8.404718399047852,8.259746090209847,8.404718399047852,,,96.25532284079247,3.336351858667821
2010-01-11,8.445606068696287,8.519951269101885,8.293199277602769,8.352675437927246,,,92.73119634663023,-0.5311756049219176
2010-01-12,8.29320489322593,8.29320489322593,8.096189978745311,8.107341766357422,,,78.19684068503143,-2.764095445590578
2010-01-13,8.122208273051807,8.189118977771503,8.081318397945328,8.114773750305176,,,78.30775985531105,-3.4497842161555687
2010-01-14,7.992102049833043,8.17424780983132,7.992102049833043,8.066447257995605,,,75.61402566487558,-3.4267844124764584
2010-01-15,8.051579561545239,8.059014083603586,7.891737337290795,7.943778991699219,,,69.11492291466303,-2.017464902453358
2010-01-19,8.460479472901184,8.8322056666747,8.456762210963449,8.58686637878418,,,79.20559336799923,5.817693049806222
2010-01-20,8.523671672166083,8.746707355625713,8.471630012692168,8.601734161376953,,,79.37338112594446,6.635968552955724
2010-01-21,8.627750309907832,8.73555083175673,8.382411191217239,8.408432006835938,,,71.31630031012699,5.8492691654973505
2010-01-22,8.319222063701302,8.467911629912109,8.207704236739575,8.222573280334473,,,64.533359048688,-4.242445175923275
2010-01-25,8.360114362766584,8.501369448224109,8.319224480999338,8.43445873260498,,,68.2417742197036,-1.944670988822973
2010-01-26,8.096188456038464,8.415872104388612,8.096188456038464,8.24859619140625,,,62.107184185531864,-1.9008991842919492
2010-01-27,8.226287303399623,8.28204619493401,8.003251737262072,8.170528411865234,,,59.68039761580791,-0.6329511053882786
2010-01-28,8.237441236769499,8.337807267788957,8.003253831057426,8.066447257995605,,,56.510094888421115,-4.363190173505239
